id,SpeciesName,ResearchedBy,DataSuppliedBy,RefereedBy,Phylum,Class,Ordr,Family,Genus,Species,FoodType,Size,Flexibility,Fragility,Habit,Bioturbator,GrowthRate,DispPotAdult,Dependency,Sociability,Regeneration,Toxic,LifeSpan,Maturity,GenerationTime,ReprodFreq,ReprodSeason,LarvalSettlePeriod,Fecundity,EggSize,FertilizationType,DispPotLarvae,LarvalSettlingTime,ReprodLocation,BiogeographicRange,DepthRange,Migratory,biozone,devmech,envpos,feedingmethod,growthform,mobility,physpref,reprodtype,salinity,substratum,waterflow,waveexp
4368,"Lanice conchilega","Lizzie Tyler","University of Sheffield","This information is not refereed.",Annelida,Polychaeta,Terebellida,Amphitritinae,Lanice,conchilega,Detritus,Medium-large(21-50cm),"High (>45 degrees)",Fragile,Tubiculous,"Not researched","Insufficient information",100-1000m,Independent,Solitary,0,,"Insufficient information",,"Insufficient information"," ","April to October","Insufficient information","160,000 eggs","150 &#181;m diamter",External,>10km,"1-2 months","Water column","Not researched",,"Non-migratory / Resident","Lower Eulittoral, Sublittoral Fringe, Upper Infralittoral, Lower Infralittoral, Upper Circalittoral, Lower Circalittoral, Circalittoral Offshore, Bathybenthic (Bathyal)","Planktotrophic, Lecithotrophic",Infaunal,"Passive suspension feeder, Active suspension feeder, Surface deposit feeder, Sub-surface deposit feeder","Tubicolous, Vermiform segmented","Swimmer, Crawler, Burrower","Open coast, Offshore seabed, Strait / sound, Estuary, Enclosed coast / Embayment",Gonochoristic,"Full (30-40 psu), Variable (18-40 psu)","Coarse clean sand, Sandy mud, Fine clean sand, Muddy sand","Strong (3-6 kn), Moderately Strong (1-3 kn), Weak (<1 kn), Very Weak (negligible)","Moderately Exposed, Sheltered, Very Sheltered, Extremely Sheltered"
6349,"Laonice cirrata","Lizzie Tyler","University of Sheffield","This information is not refereed.",Annelida,Polychaeta,Spionida,Spionidae,Laonice,cirrata,,"Medium(11-20 cm)",,,,,,,,,,,,,," ",,,,,,,,,,,,,Planktotrophic,,"Surface deposit feeder, Sub-surface deposit feeder",,,,,,,,
6061,"Laonice spp.","Dr Paul Somerfield & Prof. Richard Warwick",PML,"This information is not refereed",Annelida,Polychaeta,Spionida,Spionidae,Laonice,,"Detritus, diatoms","Medium(11-20 cm)","High (>45 degrees)",Intermediate,Tubiculous,,"Not researched","Not researched",,Solitary,0,"Not researched","Insufficient information","<1 year","Not researched",,"January ro February, August to September","Insufficient information","Insufficient information","120 &#181;m",External,"Not researched","1-2 months","As adult","Not researched","Not researched",,,Planktotrophic,,"Surface deposit feeder","Vermiform segmented",Crawler,,Gonochoristic,,"Gravel / shingle, Muddy sand",,
6040,"Lepidonotus spp.","Dr Paul Somerfield & Prof. Richard Warwick",PML,"This information is not refereed",Annelida,Polychaeta,Phyllodocida,Polynoidae,Lepidonotus,,"Small invertebrates, seagrass",Small-medium(3-10cm),"High (>45 degrees)",Intermediate,"Free living",,"Not researched",100-1000m,,Solitary,0,"Not researched","Insufficient information","Insufficient information","Not researched",,"May to August","Insufficient information","Insufficient information","Insufficient information",External,"Not researched","Insufficient information","As adult","Not researched","Not researched",,,Planktotrophic,Epibenthic,"Omnivore, Predator","Vermiform segmented",Crawler,,Gonochoristic,,"Bedrock, Algae",,
6350,"Lepidonotus squamatus","Lizzie Tyler","University of Sheffield","This information is not refereed.",Annelida,Polychaeta,Phyllodocida,Polynoidae,Lepidonotus,squamatus,,Small-medium(3-10cm),,,,,,,,,,,,,," ",,,,,,,,,,,,,,,"Predator, Scavenger",,,,,,,,
6205,"Leptasterias muelleri","Morvan Barnes",MarLIN,"This information is not refereed.",Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Leptasterias,muelleri,"Benthic invertebrates including molluscs, worms and ophiuroids as well as carrion, decaying seaweed and microorganisms.","Medium(11-20 cm)","High (>45 degrees)",Intermediate,"Free living","Not researched","Insufficient information",1km-10km,Independent,Gregarious,1,,"3-5 years","Insufficient information","Insufficient information","Annual protracted","March to April","Not relevant","100 to 1,000 or more","0.8-1.2 mm",External,"Not relevant","Not relevant","As adult","Boreal to temperate.","0 - 800 m","Non-migratory / Resident","Lower Eulittoral, Sublittoral Fringe, Upper Infralittoral, Lower Infralittoral, Upper Circalittoral, Lower Circalittoral, Circalittoral Offshore, Bathybenthic (Bathyal)","Direct Development, Brooding","Epifaunal, Epibenthic","Omnivore, Scavenger, Predator","Radial, Stellate",Crawler,"Open coast, Offshore seabed, Strait / sound, Enclosed coast / Embayment, Estuary, Sealoch",Gonochoristic,"Full (30-40 psu)","Bedrock, Large to very large boulders, Under boulders, Crevices / fissures, Rockpools, Mixed","Strong (3-6 kn), Moderately Strong (1-3 kn)","Very Exposed, Exposed, Moderately Exposed"
6351,"Leptocheirus hirsutimanus","Lizzie Tyler","University of Sheffield","This information is not refereed.",Arthropoda,Malacostraca,Amphipoda,Aoridae,Leptocheirus,hirsutimanus,,"Very small(<1cm)",,,,,,,,,,,,,," ",,,,,,,,,,,,,,,,,,,,,,,
6033,"Leptocheirus spp.","Dr Paul Somerfield & Prof. Richard Warwick",PML,"This information is not refereed",Crustacea,Eumalacostraca,Amphipoda,Aoridae,Leptocheirus,,"Insufficient information","Very small(<1cm)","High (>45 degrees)",Intermediate,"Free living",,"Not researched","Not researched",Independent,Solitary,0,"Not researched","<1 year","< 1 year","Not researched",,"Insufficient information","Not relevant",13-15,"Insufficient information",Internal,"Not researched","Not relevant","Insufficient information",Temperate.,"0 - 30 m.","Non-migratory / Resident",,Brooding,,,"Vermiform segmented",Burrower,,Gonochoristic,,"Gravel / shingle",,
6352,"Leptochiton asellus","Lizzie Tyler","University of Sheffield","This information is not refereed.",Mollusca,Polyplacophora,Neoloricata,Leptochitonidae,Leptochiton,asellus,,Small(1-2cm),,,,,,,,,,,,,," ",,,,,,,,,,,,,,,,,,,,,,,
6090,"Leptochiton spp.","Dr Paul Somerfield & Prof. Richard Warwick",PML,"This information is not refereed",Mollusca,Polyplacophora,Neoloricata,Leptochitonidae,Leptochiton,,Diatoms,Small(1-2cm),"None (< 10 degrees)",Robust,Attached,,"Not researched","Not researched",Independent,Solitary,0,"Not researched","Insufficient information","Insufficient information","Not researched",,Summer,Summer,1300-1500,"210 &#181;m",External,"Not researched","2-10 days","Sediment surface","Cold temperate to temperate.","Low water to 30 m.","Non-migratory / Resident","Lower Eulittoral, Sublittoral Fringe, Upper Infralittoral, Lower Infralittoral, Upper Circalittoral, Lower Circalittoral",Lecithotrophic,Epilithic,Herbivore,Cylindrical,Crawler,,"Permanent hermaphrodite","Full (30-40 psu)","Bedrock, Large to very large boulders",,
6353,"Lepton squamosum","Lizzie Tyler","University of Sheffield","This information is not refereed.",Mollusca,Bivalvia,Veneroida,Leptonidae,Lepton,squamosum,,Small(1-2cm),,,,,,,,,,,,,," ",,,,,,,,,,,"Insufficient info.",,,,,,,,,,,,
4183,"Leptopsammia pruvoti","Angus Jackson",<em>MarLIN</em>,"Paul Tranter",Cnidaria,Hexacorallia,Scleractinia,Caryophylliidae,Leptopsammia,pruvoti,"Zooplankton, organic particulates",Small-medium(3-10cm),"None (< 10 degrees)",Fragile,Attached,"Not relevant","1.3 mm/year",None,Independent,Solitary,0,,"Insufficient information","Insufficient information","Insufficient information","Insufficient information","July to September","Insufficient information","Insufficient information","Insufficient information",External,<10m,"1 day","Water column","Not researched","10-40 m","Non-migratory / Resident","Lower Infralittoral, Upper Circalittoral, Lower Circalittoral",Lecithotrophic,"Epifaunal, Epilithic","Predator, Passive suspension feeder","Cylindrical, Radial","Permanent attachment","Open coast",Gonochoristic,"Full (30-40 psu)","Small boulders, Bedrock, Large to very large boulders","Moderately Strong (1-3 kn), Weak (<1 kn), Very Weak (negligible)","Exposed, Moderately Exposed, Sheltered"
6024,"Leptosynapta inhaerens","Dr Paul Somerfield & Prof. Richard Warwick",PML,"This information is not refereed.",Echinodermata,Holothurioidea,Apodida,Synaptidae,Leptosynapta,inhaerens,Detritus,Medium-large(21-50cm),"High (>45 degrees)",Fragile,Tubiculous,,"Not researched","Not researched",Independent,Solitary,0,"Not researched","Insufficient information","Insufficient information","Not researched",,"August to September","Not relevant","Insufficient information","200 &#181;m",Internal,"Not researched","Not relevant","As adult",Temperate.,"Lower shore to 50 m.","Insufficient information",,"Viviparous (No Care), Direct Development, Brooding",,Detritivore,Cylindrical,Burrower,,,,"Mud, Muddy sand, Muddy gravel",,
6526,"Leptosynapta spp.","Dan Bayley",,,Echinodermata,Holothuroidea,Apodida,Synaptidae,Leptosynapta,,Detritus,Medium-large(21-50cm),,,,,,,,,,,,,,,"August to September",,"5 - 2495 eggs per clutch.","200 &#181;m diameter",Internal,,,,Temperate,"0 - 50 m",,,"Viviparous (No Care), Brooding, Direct Development",,"Sub-surface deposit feeder, Detritivore, Grazer (surface/substratum)",,Burrower,,,,,,
6354,"Leucothoe incisa","Lizzie Tyler","University of Sheffield","This information is not refereed.",Arthropoda,Malacostraca,Amphipoda,Leucothoidae,Leucothoe,incisa,,"Very small(<1cm)",,,,,,,,,,,,,," ",,,,,,,,,,,,,,,,,,,,,,,
6355,"Leucothoe lilljeborgi","Lizzie Tyler","University of Sheffield","This information is not refereed.",Arthropoda,Malacostraca,Amphipoda,Leucothoidae,Leucothoe,lilljeborgi,,"Very small(<1cm)",,,,,,,,,,,,,," ",,,,,,,,,,,,,,,,,,,,,,,
6356,"Leucothoe spinicarpa","Lizzie Tyler","University of Sheffield","This information is not refereed.",Arthropoda,Malacostraca,Amphipoda,Leucothoidae,Leucothoe,spinicarpa,,Small(1-2cm),,,,,,,,,,,,,," ",,,,,,,,,,,,,,,,,,,,,,,
6357,"Limatula subauriculata","Lizzie Tyler","University of Sheffield","This information is not refereed.",Mollusca,Bivalvia,Limoida,Limidae,Limatula,subauriculata,,"Very small(<1cm)",,,,,,,,,,,,,," ",,,,,,,,,,,,,,,,,,,,,,,
4127,"Liocarcinus depurator","Lizzie Tyler","University of Sheffield","This information is not refereed.",Crustacea,Eumalacostraca,Decapoda,Portunidae,Liocarcinus,depurator,"Polychaetes, crustaceans, molluscs, ophiuroids and fishes constitute most of the  diet (Freire, 1996).",Small-medium(3-10cm),"None (< 10 degrees)",Fragile,"Free living","Not relevant","Insufficient information",1km-10km,Independent,Solitary,0,,"Insufficient information","1 year","Insufficient information","Annual protracted","Year round","Insufficient information",130000,,Internal,"Insufficient information",,"Water column","Not researched","0 - 450 m","Insufficient info.","Sublittoral Fringe, Upper Infralittoral, Lower Infralittoral, Upper Circalittoral, Lower Circalittoral, Circalittoral Offshore","Planktotrophic, Oviparous",Demersal,"Predator, Scavenger",Articulate,"Swimmer, Crawler, Burrower","Open coast, Offshore seabed, Strait / sound, Ria / Voe",Gonochoristic,"Full (30-40 psu)","Muddy gravel, Muddy sand, Fine clean sand, Coarse clean sand","Moderately Strong (1-3 kn), Weak (<1 kn), Very Weak (negligible)",
6176,"Liocarcinus holsatus","Lizzie Tyler","University of Sheffield","This information is not refereed.",Crustacea,Eumalacostraca,Decapoda,Portunidae,Liocarcinus,holsatus,"Carrion, invertebrates such as polychaetes, small bivalves, echinoderms, small crustaceans and also juvenile fish",Small-medium(3-10cm),"None (< 10 degrees)",Fragile,"Free living","Not relevant","Not Researched",>10km,Independent,Solitary,0,0,"6-10 years","1 year","Not researched","Annual episodic","Not researched","Not researched",,,Internal,"Not researched",,"As adult","Temperate to warm temperate.","6 - 350 m","Seasonal (environment)","Lower Eulittoral, Sublittoral Fringe, Upper Infralittoral, Lower Infralittoral, Upper Circalittoral, Lower Circalittoral, Circalittoral Offshore, Bathybenthic (Bathyal)",Planktotrophic,"Epifaunal, Infaunal","Predator, Scavenger",Articulate,"Swimmer, Crawler, Burrower","Open coast, Offshore seabed, Strait / sound, Sealoch, Ria / Voe, Estuary, Enclosed coast / Embayment",Gonochoristic,"Full (30-40 psu)","Bedrock, Large to very large boulders, Gravel / shingle, Mixed","Field unresearched","Field unresearched"
6358,"Liocarcinus marmoreus","Lizzie Tyler","University of Sheffield","This information is not refereed.",Arthropoda,Malacostraca,Decapoda,Portunidae,Liocarcinus,marmoreus,,Small-medium(3-10cm),,,,,,,,Solitary,,,,,," ",,,,,,,,,,"0 - 200 m","Insufficient info.",,,,"Predator, Scavenger",,"Swimmer, Crawler, Burrower",,,,,,
6359,"Liocarcinus pusillus","Lizzie Tyler","University of Sheffield","This information is not refereed.",Arthropoda,Malacostraca,Decapoda,Portunidae,Liocarcinus,pusillus,,Small(1-2cm),,,,,,,,,,,,,," ",,,,,,,,,,"0 - 100 m",,,,,,,,,,,,,
4234,"Lithophyllum incrustans","Dr Keith Hiscock",<em>MarLIN</em>,"Dr Yvonne Chamberlain",Rhodophycota,Rhodophyceae,Corallinales,Corallinaceae,Lithophyllum,incrustans,"Not relevant",Medium-large(21-50cm),"None (< 10 degrees)",Intermediate,Attached,"Not relevant","<7 mm/year",None,Independent,Colonial,0,,"21-50 years","2-3 years","Insufficient information","Biannual episodic","October to April","Insufficient information","See additional information","Insufficient information","Insufficient information",>10km,"Insufficient information","Insufficient information","Not researched","Mid-littoral to at least 8 m.","Non-migratory / Resident","Mid Eulittoral, Lower Eulittoral, Sublittoral Fringe, Upper Infralittoral","Spores (sexual / asexual)",Epilithic,Photoautotroph,"Crustose hard","Permanent attachment","Open coast, Offshore seabed, Strait / sound, Sealoch, Ria / Voe",Gonochoristic,"Full (30-40 psu), Variable (18-40 psu)",Rockpools,"Very Strong (>6 kn), Strong (3-6 kn), Moderately Strong (1-3 kn), Weak (<1 kn), Very Weak (negligible)","Extremely Exposed, Very Exposed, Exposed, Moderately Exposed, Sheltered, Very Sheltered"
4182,"Lithothamnion corallioides","Angus Jackson",<em>MarLIN</em>,"Dr Christine Maggs",Rhodophycota,Rhodophyceae,Corallinales,Corallinaceae,Lithothamnion,corallioides,"Not relevant",Small-medium(3-10cm),"None (< 10 degrees)",Intermediate,"Bed forming","Not relevant","1-2 mm/year",10-100m,Independent,Gregarious,0,,"51-100 years","Insufficient information","Not relevant","Insufficient information","Insufficient information","Insufficient information","Insufficient information","Insufficient information","Insufficient information",<10m,"Not relevant","Insufficient information","Not researched","1-30 m","Non-migratory / Resident","Sublittoral Fringe, Upper Infralittoral, Lower Infralittoral","Insufficient information",Epilithic,Photoautotroph,"Algal gravel","Not relevant, See additional information","Open coast, Strait / sound, Sealoch, Ria / Voe, Estuary",Vegetative,"Full (30-40 psu)","Pebbles, Gravel / shingle, Maerl, Muddy gravel, Coarse clean sand, Fine clean sand, Sandy mud, Muddy sand, Mud, Mixed","Strong (3-6 kn), Moderately Strong (1-3 kn)","Moderately Exposed, Sheltered, Very Sheltered"
4194,"Lithothamnion glaciale","Angus Jackson",<em>MarLIN</em>,"This information is not refereed.",Rhodophycota,Rhodophyceae,Corallinales,Corallinaceae,Lithothamnion,glaciale,"Not relevant","Medium(11-20 cm)","None (< 10 degrees)",Fragile,"Bed forming","Not relevant","13 &#181;m/day",10-100m,Independent,Gregarious,0,,"21-50 years","Insufficient information","Insufficient information","Annual protracted","Insufficient information","Insufficient information","Insufficient information","Insufficient information","Insufficient information","Insufficient information","Not relevant","Insufficient information","Not researched","0-70 m","Non-migratory / Resident","Upper Infralittoral, Lower Infralittoral, Upper Circalittoral, Lower Circalittoral","Spores (sexual / asexual)","Epifloral, Epilithic",Photoautotroph,"Algal gravel, Crustose hard","Not relevant","Open coast, Strait / sound, Sealoch, Ria / Voe, Estuary","Gonochoristic, Vegetative","Full (30-40 psu), Variable (18-40 psu)","Bedrock, Large to very large boulders, Small boulders, Cobbles, Pebbles, Gravel / shingle, Maerl","Strong (3-6 kn), Moderately Strong (1-3 kn), Weak (<1 kn)","Exposed, Moderately Exposed, Sheltered, Very Sheltered"
4202,"Littorina littorea","Angus Jackson",<em>MarLIN</em>,"Dr David Reid",Mollusca,Gastropoda,Mesogastropoda,Littorinidae,Littorina,littorea,"A range of fine green, brown and red algae, including  <i>Ulva lactuca</i>, <i>Ulva</i> spp., <i>Cladophora</i> spp. and <i>Ectocarpus</i> spp.",Small-medium(3-10cm),"None (< 10 degrees)",Robust,"Free living","Not relevant","0.065-0.097 mm/day",100-1000m,Independent,Gregarious,0,,"6-10 years","<1 year","3-5 years","Annual episodic","February to June","Insufficient information","Up to 100,000 for large females","Egg capsules ca 1 mm across",Internal,>10km,"11-30 days","Water column","Not researched","60 m","Seasonal (environment)","Upper Eulittoral, Mid Eulittoral, Lower Eulittoral, Sublittoral Fringe","Planktotrophic, Oviparous",Epifaunal,Herbivore,Turbinate,Crawler,"Open coast, Estuary",Gonochoristic,"Variable (18-40 psu), Reduced (18-30 psu), Full (30-40 psu)","Bedrock, Large to very large boulders, Small boulders, Cobbles, Pebbles, Gravel / shingle, Muddy gravel, Sandy mud, Muddy sand, Mud, Salt marsh","Strong (3-6 kn), Moderately Strong (1-3 kn), Weak (<1 kn), Very Weak (negligible)","Moderately Exposed, Sheltered, Very Sheltered, Extremely Sheltered, Ultra Sheltered"
6524,"Littorina saxatilis","Chris Chance",MarineEcoSol,"This information is not refereed.",Mollusca,Gastropoda,Mesogastropoda,Littorinidae,Littorina,saxatilis,"Not researched",,"Not researched","Not researched","Not researched","Not researched","Not researched",100-1000m,"Not researched","Insufficient information","Not researched","Not researched","1 year","Insufficient information","Insufficient information","Insufficient information","Insufficient information","No larval dispersal",20-140,"Not researched","Insufficient information",None,"Insufficient information","Brood chamber / Pouch","Not researched","Not researched","Not researched","Field unresearched",,"Not researched","Field unresearched","Not relevant","Insufficient information","Field unresearched",,"Field unresearched","Field not researched","Field unresearched","Field unresearched"
6360,"Lucinoma borealis","Lizzie Tyler","University of Sheffield","This information is not refereed.",Mollusca,Bivalvia,Veneroida,Lucinidae,Lucinoma,borealis,,Small-medium(3-10cm),,,,,,,,Solitary,,,,,," ",,,,,,,,,,"0 - 100 m","Insufficient info.",,,,"Passive suspension feeder, Active suspension feeder",,Burrower,,,,,,
6118,"Lucinoma spp.","Sean Lindsley-Leake",MarLIN,"This information is not refereed",Mollusca,Pelecypoda,Veneroida,Lucinidae,Lucinoma,,"Phytoplankton, detritus",Small-medium(3-10cm),"None (< 10 degrees)",Robust,"Free living",,,,Independent,"Insufficient information",0,,"Insufficient information","Insufficient information","Insufficient information","Annual episodic","March to April","May to June","Insufficient information","500 &#181;m",External,1km-10km,"1-2 months","Water column",,,,,Lecithotrophic,,,,Burrower,,Gonochoristic,,,,
6189,"Luidia ciliaris","Morvan Barnes",MarLIN,"This information is not refereed",Echinodermata,Asteroidea,Paxillosida,Luidiidae,Luidia,ciliaris,"Echinoderms, polychaetes, molluscs, crustaceans and probably carrion",Large(>50cm),"High (>45 degrees)",Intermediate,"Free living","Not relevant","Not Researched","Not researched",Independent,Solitary,1,0,"3-5 years","1 year","Not researched","Annual protracted","Not researched","Not researched","Insufficient information","Insufficient information",External,"Not researched","Not researched","Insufficient information",Temperate.,"From 4 m to 400 m depth.","Non-migratory / Resident","Lower Eulittoral, Sublittoral Fringe, Upper Infralittoral, Lower Infralittoral, Upper Circalittoral, Lower Circalittoral, Circalittoral Offshore, Bathybenthic (Bathyal)","Not researched","Epifaunal, Infaunal","Predator, Scavenger","Radial, Stellate","Crawler, Burrower, Swimmer","Open coast, Offshore seabed",Gonochoristic,"Full (30-40 psu)","Coarse clean sand, Fine clean sand, Muddy sand, Gravelley sand","Field unresearched","Field unresearched"
6190,"Luidia sarsi","Morvan Barnes",MarLIN,"This information is not refereed",Echinodermata,Asteroidea,Paxillosida,Luidiidae,Luidia,"sarsi ","Mostly echinoderms but also polychaetes, molluscs, crustaceans and probably carrion",Medium-large(21-50cm),"High (>45 degrees)",Intermediate,"Free living","Not relevant","Not Researched","Not researched",Independent,Solitary,1,0,"3-5 years","1 year","Not researched","Annual protracted","Not researched","Not researched","Insufficient information","Insufficient information",External,"Not researched","1-2 months","Insufficient information",Temperate.,"From 10 m to 600 m, seldom down to 1300 m depth.","Non-migratory / Resident","Upper Infralittoral, Lower Infralittoral, Upper Circalittoral, Lower Circalittoral, Circalittoral Offshore, Bathybenthic (Bathyal)","Not researched","Epifaunal, Infaunal","Predator, Scavenger","Radial, Stellate","Crawler, Burrower","Open coast, Offshore seabed",Gonochoristic,"Full (30-40 psu)","Muddy gravel, Sandy mud, Mud, Gravelly mud","Field unresearched","Field unresearched"
6362,"Lumbrineris hibernica","Lizzie Tyler","University of Sheffield","This information is not refereed.",Annelida,Polychaeta,Eunicida,Lumbrineridae,Lumbrineris,hibernica,,Medium-large(21-50cm),,,,,,,,,,,,,," ",,,,,,,,,,,,,,,"Predator, Scavenger",,,,,,,,
6363,"Lumbrineris latreilli","Lizzie Tyler","University of Sheffield","This information is not refereed.",Annelida,Polychaeta,Eunicida,Lumbrineridae,Lumbrineris,latreilli,,Medium-large(21-50cm),,,,,,,,,,,,,," ",,,,,,,,,,,,,,,"Predator, Scavenger",,,,,,,,
6057,"Lumbrineris spp.","Dr Paul Somerfield & Prof. Richard Warwick",PML,"This information is not refereed",Annelida,Polychaeta,Eunicida,Lumbrineridae,Lumbrineris,,"Living and dead animals, plant fragments. ",Medium-large(21-50cm),"High (>45 degrees)",Intermediate,"Free living",,"Not researched",100-1000m,,,0,"Not researched","3-5 years",,"Not researched"," ","June to August","July to September","500 eggs per brood",,External,"Not researched",,"Sediment surface","Not researched",,,,,"Epifaunal, Infaunal",,,,,Gonochoristic,,"Algae, Gravel / shingle, Mud, Muddy sand, Other species (see additional information)",,
4272,"Macoma balthica","Lizzie Tyler","University of Sheffield","This information is not refereed.",Mollusca,Pelecypoda,Veneroida,Tellinidae,Macoma,balthica,"Diatoms, deposited plankton, suspended phytoplankton & detritus.",Small(1-2cm),"None (< 10 degrees)",Intermediate,"Burrow dwelling",,"3 mm/year",100-1000m,Independent,Solitary,0,,"6-10 years",,"1-2 years","Annual episodic","Spring and autumn","Insufficient information",30000,,"Insufficient information",>10km,"1-6 months","Insufficient information","Not researched",,"Non-migratory / Resident","Upper Eulittoral, Mid Eulittoral, Lower Eulittoral",Planktotrophic,Infaunal,"Passive suspension feeder, Active suspension feeder, Surface deposit feeder, Sub-surface deposit feeder",Bivalved,"Crawler, Burrower","Ria / Voe, Estuary, Enclosed coast / Embayment",Gonochoristic,"Variable (18-40 psu), Reduced (18-30 psu), Low (<18 psu)","Mud, Muddy sand, Sandy mud","Moderately Strong (1-3 kn), Weak (<1 kn)","Sheltered, Very Sheltered, Extremely Sheltered"
6068,"Macrochaeta spp.","Dr Paul Somerfield & Prof. Richard Warwick",PML,"This information is not refereed",Annelida,Polychaeta,Flabelligerida,Acrocirridae,Macrochaeta,,"Insufficient information","Medium(11-20 cm)","High (>45 degrees)",Intermediate,"Free living",,"Not researched","Not researched",,Solitary,,"Not researched","Insufficient information","Insufficient information","Not researched",,"Insufficient information","Insufficient information","Insufficient information","Insufficient information","Insufficient information","Not researched","Insufficient information","Insufficient information","Not researched","Not researched",,,,,,,,,,,,,
6008,"Macropipus tuberculatus","Charlotte Marshall",<em>MarLIN</em>,"This information is not refereed.",Crustacea,Eumalacostraca,Decapoda,Portunidae,Macropipus,tuberculatus,,Small-medium(3-10cm),"None (< 10 degrees)",Fragile,"Free living",,"Insufficient information",1km-10km,Independent,Solitary,,,"Insufficient information","Insufficient information","Insufficient information","Annual protracted","Insufficient information","Insufficient information","Up to 65,000 eggs.","Insufficient information",,"Insufficient information","Insufficient information","Insufficient information","Not researched","To ca 2800 m (Guerao & Abell&#243;, 1999).",,"Insufficient information",Planktotrophic,Epibenthic,"Omnivore, Scavenger, Predator",Articulate,Crawler,"Insufficient information",Gonochoristic,"Insufficient information",Mud,"Insufficient information","Insufficient information"
6534,"Macropodia spp.",,,"This information is not refereed.",Arthropoda,Malacostraca,Decapoda,Inachidae,Macropodia,,,Small(1-2cm),,Fragile,"Free living",,,,,Solitary,,,"3-5 years","<1 year",,"Annual protracted","All year",,,"600 &#181;m diameter",Internal,,"11-30 days",,Temperate,"0-168 m depth",,"Sublittoral Fringe",Planktotrophic,Epibenthic,Omnivore,,Crawler,,Gonochoristic,,Mixed,,
6009,"Macropodia tenuirostris","Rose Edwards",<em>MarLIN</em>,"This information is not refereed.",Crustacea,Eumalacostraca,Decapoda,Inachidae,Macropodia,tenuirostris,,Small(1-2cm),"None (< 10 degrees)",Fragile,"Free living",,"Insufficient information","Not researched",Independent,Solitary,,,"3-5 years","Insufficient information","Insufficient information","Insufficient information","Insufficient information","Insufficient information","Insufficient information","Insufficient information","Insufficient information","Insufficient information","11-30 days","As adult","Not researched","Shallow water to 300 m","Insufficient information",,Planktotrophic,Epibenthic,Omnivore,Articulate,Crawler,,Gonochoristic,,,,
6364,"Mactra stultorum","Lizzie Tyler","University of Sheffield","This information is not refereed.",Mollusca,Bivalvia,Veneroida,Mactridae,Mactra,stultorum,,Small-medium(3-10cm),,,,,,,,Solitary,,,,,," ",,,,,,,,,,,"Insufficient info.",,,,"Passive suspension feeder, Active suspension feeder",,Burrower,,,,,,
6365,"Maera othonis","Lizzie Tyler","University of Sheffield","This information is not refereed.",Arthropoda,Malacostraca,Amphipoda,Melitidae,Maera,othonis,,Small-medium(3-10cm),,,,,,,,Solitary,,,,,," ",,,,,,,,,,,"Insufficient info.",,,,"Surface deposit feeder, Sub-surface deposit feeder",,"Swimmer, Burrower",,,,,,
6034,"Maerella tenuimana","Lizzie Tyler","University of Sheffield","This information is not refereed.",Crustacea,Eumalacostraca,Amphipoda,Melitidae,Maerella,tenuimana,"Insufficient information","Very small(<1cm)","High (>45 degrees)",Intermediate,"Free living",,"Not researched","Not researched",Independent,Solitary,0,"Not researched","Insufficient information",,"Not researched"," ","Insufficient information","Not relevant",,,Internal,"Not researched",,"Insufficient information",Temperate.,,"Non-migratory / Resident",,Brooding,,,"Vermiform segmented","Crawler, Burrower",,"Insufficient information, Gonochoristic",,,,
4355,"Magelona mirabilis","Will Rayment",<em>MarLIN</em>,"Mike Kendall",Annelida,Polychaeta,Spionida,Magelonidae,Magelona,mirabilis,"Detritus, microalgae, small animals","Medium(11-20 cm)","High (>45 degrees)",Fragile,"Burrow dwelling","Not researched","Insufficient information",100-1000m,Independent,Solitary,0,,"3-5 years","Insufficient information","1-2 years","Annual protracted","Varies with geographic location.","Insufficient information","Insufficient information","Insufficient information",External,>10km,"Insufficient information","Insufficient information","Not researched","Mid shore to 32 m depth","Non-migratory / Resident","Lower Eulittoral, Sublittoral Fringe, Upper Infralittoral, Lower Infralittoral, Upper Circalittoral",Planktotrophic,Infaunal,"Surface deposit feeder","Vermiform segmented",Burrower,"Open coast, Strait / sound, Enclosed coast / Embayment",Gonochoristic,"Variable (18-40 psu), Full (30-40 psu)","Fine clean sand, Coarse clean sand","Strong (3-6 kn), Moderately Strong (1-3 kn)","Very Exposed, Exposed, Moderately Exposed, Sheltered"
6366,"Magelona spp.","Lizzie Tyler","University of Sheffield","This information is not refereed.",Annelida,Polychaeta,Spionida,Magelonidae,Magelona,,Detritus,"Medium(11-20 cm)",,,"Burrow dwelling",,,100-1000m,Independent,Solitary,,,"3-5 years","1-2 years","1-2 years","Annual protracted",,,,"130&#181; m diam",External,>10km,,,,,,"Sublittoral Fringe",Planktotrophic,Infaunal,,"Vermiform segmented",Burrower,,Gonochoristic,,"Coarse clean sand, Fine clean sand",,
